epoch,batch_idx,loss_qa,loss_match,loss_both
30,0,1.4100749492645264,0.6931471824645996,1.7566485404968262
30,1,1.0938231945037842,0.6931471824645996,1.440396785736084
30,2,1.0308849811553955,0.6931471824645996,1.3774585723876953
30,3,1.216140627861023,0.6931471824645996,1.5627142190933228
30,4,1.2874460220336914,0.6931471824645996,1.6340196132659912
30,5,1.0604411363601685,0.6931471824645996,1.4070147275924683
30,6,1.1910197734832764,0.6931471824645996,1.5375933647155762
30,7,1.2901508808135986,0.6931471824645996,1.6367244720458984
30,8,1.1226698160171509,0.6931471824645996,1.4692434072494507
30,9,1.2602131366729736,0.6931471824645996,1.6067867279052734
30,10,1.1638410091400146,0.6931471824645996,1.5104146003723145
30,11,1.0895545482635498,0.6931471824645996,1.4361281394958496
30,12,1.110288143157959,0.6931471824645996,1.4568617343902588
30,13,1.2659599781036377,0.6931471824645996,1.6125335693359375
30,14,0.9876946210861206,0.6931471824645996,1.3342682123184204
30,15,1.2797361612319946,0.6931471824645996,1.6263097524642944
30,16,1.2062938213348389,0.6931471824645996,1.5528674125671387
30,17,1.287299633026123,0.6931471824645996,1.6338732242584229
30,18,1.3616158962249756,0.6931471824645996,1.7081894874572754
30,19,1.217149257659912,0.6931471824645996,1.563722848892212
30,20,1.0280429124832153,0.6931471824645996,1.3746165037155151
30,21,1.194605827331543,0.6931471824645996,1.5411794185638428
30,22,1.1115102767944336,0.6931471824645996,1.4580838680267334
30,23,1.4165818691253662,0.6931471824645996,1.763155460357666
30,24,1.2199536561965942,0.6931471824645996,1.566527247428894
30,25,1.3106261491775513,0.6931471824645996,1.657199740409851
30,26,1.1735332012176514,0.6931471824645996,1.5201067924499512
30,27,1.0446269512176514,0.6931471824645996,1.3912005424499512
30,28,1.1604292392730713,0.6931471824645996,1.507002830505371
30,29,1.0965776443481445,0.6931470632553101,1.4431512355804443
30,30,0.9928677082061768,0.6931471824645996,1.3394412994384766
30,31,1.1063334941864014,0.6931471824645996,1.4529070854187012
30,32,1.273923635482788,0.6931471824645996,1.620497226715088
30,33,1.3219445943832397,0.6931471824645996,1.6685181856155396
30,34,1.284348487854004,0.6931471824645996,1.6309220790863037
30,35,1.2984904050827026,0.6931471824645996,1.6450639963150024
30,36,1.3231621980667114,0.6931471824645996,1.6697357892990112
30,37,1.1393681764602661,0.6931473612785339,1.4859418869018555
30,38,1.1211330890655518,0.6931473612785339,1.4677067995071411
30,39,0.9899269342422485,0.6931471824645996,1.3365005254745483
30,40,1.3942476511001587,0.6931471824645996,1.7408212423324585
30,41,1.1325409412384033,0.6931471824645996,1.4791145324707031
30,42,1.1499521732330322,0.6931470632553101,1.496525764465332
30,43,1.2578363418579102,0.6931470632553101,1.60440993309021
30,44,1.0751004219055176,0.6931471824645996,1.4216740131378174
30,45,1.1393649578094482,0.6931471824645996,1.485938549041748
30,46,1.2323918342590332,0.6931471824645996,1.578965425491333
30,47,1.2034633159637451,0.6931471824645996,1.550036907196045
30,48,1.0773195028305054,0.6931471824645996,1.4238930940628052
30,49,1.4718401432037354,0.6931471824645996,1.8184137344360352
30,50,1.1758840084075928,0.6931471824645996,1.5224575996398926
30,51,0.9169374108314514,0.6931471824645996,1.2635109424591064
30,52,0.8751562833786011,0.6931471824645996,1.2217298746109009
30,53,1.1551601886749268,0.6931471824645996,1.5017337799072266
30,54,1.3103573322296143,0.6931471824645996,1.656930923461914
30,55,1.2303168773651123,0.6931471824645996,1.576890468597412
30,56,1.1616272926330566,0.6931471824645996,1.5082008838653564
30,57,1.1132352352142334,0.6931471824645996,1.4598088264465332
30,58,1.4325802326202393,0.6931471824645996,1.779153823852539
30,59,1.3148431777954102,0.6931471824645996,1.66141676902771
30,60,1.3352526426315308,0.6931471824645996,1.6818262338638306
30,61,1.1157621145248413,0.6931471824645996,1.4623357057571411
30,62,1.0909357070922852,0.6931471824645996,1.437509298324585
30,63,1.0228650569915771,0.6931471824645996,1.369438648223877
