epoch,batch_idx,loss_qa,loss_match,loss_both
2,0,3.0076894760131836,0.45483189821243286,3.235105514526367
2,1,2.436262845993042,0.5082142949104309,2.6903700828552246
2,2,3.027998447418213,0.46935921907424927,3.2626781463623047
2,3,3.1801090240478516,0.49164074659347534,3.425929307937622
2,4,3.0057172775268555,0.4420110285282135,3.2267227172851562
2,5,3.2177977561950684,0.5106521844863892,3.473123788833618
2,6,3.2739923000335693,0.4833410680294037,3.515662908554077
2,7,2.75693678855896,0.5171467065811157,3.015510082244873
2,8,2.9460020065307617,0.49344950914382935,3.1927268505096436
2,9,2.9360506534576416,0.5197188854217529,3.1959099769592285
2,10,2.641989231109619,0.4782486855983734,2.8811135292053223
2,11,2.866133689880371,0.478980153799057,3.105623722076416
2,12,2.446871280670166,0.5063164830207825,2.7000296115875244
2,13,2.781132221221924,0.4611520767211914,3.0117082595825195
2,14,2.570034980773926,0.500781238079071,2.820425510406494
2,15,2.738959312438965,0.4734421670436859,2.975680351257324
2,16,2.5257644653320312,0.42972707748413086,2.7406280040740967
2,17,2.472083568572998,0.45551958680152893,2.699843406677246
2,18,2.806978940963745,0.4903647303581238,3.05216121673584
2,19,2.6661295890808105,0.5048495531082153,2.9185543060302734
2,20,2.5678563117980957,0.49452072381973267,2.8151166439056396
2,21,2.8508312702178955,0.486004501581192,3.0938334465026855
2,22,2.519157886505127,0.45784473419189453,2.748080253601074
2,23,2.568244457244873,0.5189691781997681,2.8277289867401123
2,24,2.7168023586273193,0.497053325176239,2.9653289318084717
2,25,2.3286702632904053,0.460724413394928,2.559032440185547
2,26,2.621062994003296,0.4418756365776062,2.842000722885132
2,27,2.505121946334839,0.48096543550491333,2.7456047534942627
2,28,2.537482738494873,0.4940899908542633,2.7845277786254883
2,29,2.3087680339813232,0.4593060612678528,2.538421154022217
2,30,2.681570053100586,0.4513774812221527,2.9072587490081787
2,31,2.6704306602478027,0.48991259932518005,2.915386915206909
2,32,2.2564849853515625,0.462494432926178,2.487732172012329
2,33,2.4895424842834473,0.48693710565567017,2.73301100730896
2,34,2.2496697902679443,0.43148311972618103,2.465411424636841
2,35,2.6342339515686035,0.48483529686927795,2.8766515254974365
2,36,2.475216865539551,0.4903903007507324,2.720412015914917
2,37,2.3585071563720703,0.44324201345443726,2.5801281929016113
2,38,2.4492342472076416,0.44811877608299255,2.6732935905456543
2,39,2.2813076972961426,0.4648224711418152,2.513718843460083
2,40,1.9657751321792603,0.4506705403327942,2.191110372543335
2,41,2.119481086730957,0.4670430123806,2.3530025482177734
2,42,2.7766458988189697,0.46647128462791443,3.0098814964294434
2,43,2.3580095767974854,0.4812565743923187,2.598637819290161
2,44,2.5429580211639404,0.43250370025634766,2.7592098712921143
