epoch,loss_qa,loss_match,loss_both,train_accuracy
1,1.5778383016586304,0.6931471228599548,1.9244118928909302,32.979108803284625
2,1.2607944011688232,0.6931471824645996,1.607367992401123,44.36662238860041
3,1.1019234657287598,0.6931471824645996,1.4484970569610596,46.05723946383287
4,1.192885398864746,0.6931471824645996,1.539458990097046,47.16821639898563
5,0.8005788326263428,0.6931472420692444,1.1471524238586426,48.0014491003502
6,1.2175062894821167,0.6931475400924683,1.564079999923706,50.163023789397414
7,1.0532978773117065,0.6931471228599548,1.3998714685440063,50.48907136819225
8,1.8930931091308594,0.6931471824645996,2.239666700363159,51.08078734452361
9,0.9017693996429443,0.6931471824645996,1.2483429908752441,53.10952783480256
10,1.1750776767730713,0.6931471824645996,1.521651268005371,53.544257939862334
11,1.6467658281326294,0.6931471824645996,1.9933394193649292,53.97898804492211
12,1.734827995300293,0.6931472420692444,2.0814015865325928,53.93068469991547
13,0.7372174263000488,0.6931471824645996,1.0837910175323486,54.23258060620698
14,1.0708720684051514,0.6931471824645996,1.4174456596374512,53.918608863663806
15,1.0552983283996582,0.6931473016738892,1.401871919631958,54.377490641226906
16,0.8591257929801941,0.6931471824645996,1.2056994438171387,54.42579398623354
17,1.2808661460876465,0.6931472420692444,1.6274397373199463,54.7759932375317
18,0.530097484588623,0.6931471228599548,0.8766710758209229,54.94505494505494
19,1.1253365278244019,0.6931471824645996,1.4719101190567017,55.15034416133317
20,1.6570801734924316,0.6931472420692444,2.0036537647247314,55.00543412631325
21,1.3806344270706177,0.6931471824645996,1.7272080183029175,55.234875015094794
22,1.326741337776184,0.6931472420692444,1.6733149290084839,55.19864750633982
23,0.9683988094329834,0.6931471824645996,1.3149724006652832,55.13826832508151
24,1.3504467010498047,0.6931471824645996,1.6970202922821045,55.3556333776114
25,1.3278387784957886,0.6931471824645996,1.6744123697280884,55.36770921386306
26,1.069602608680725,0.6931471824645996,1.416176199913025,55.343557541359736
27,1.4238637685775757,0.6931472420692444,1.7704373598098755,55.3556333776114
28,0.7594187259674072,0.6931471824645996,1.105992317199707,55.343557541359736
29,0.7407466769218445,0.6931472420692444,1.087320327758789,55.28317836010144
30,1.3357429504394531,0.6931471824645996,1.682316541671753,55.33148170510808
