epoch,loss_qa,loss_match,loss_both
1,2.406928300857544,0.4751832187175751,2.644519805908203
2,1.300305962562561,0.32980164885520935,1.4652067422866821
3,1.6160309314727783,0.2826593816280365,1.757360577583313
4,0.9440975785255432,0.23162567615509033,1.0599104166030884
5,0.7009108066558838,0.19409774243831635,0.7979596853256226
6,1.305888056755066,0.13434813916683197,1.3730621337890625
7,1.195438265800476,0.1104016825556755,1.2506390810012817
8,1.5528167486190796,0.08438610285520554,1.5950098037719727
9,0.8332782983779907,0.06367368251085281,0.8651151657104492
10,0.9808658361434937,0.06991437077522278,1.0158230066299438
11,1.1256390810012817,0.05792082101106644,1.1545995473861694
12,1.3815213441848755,0.07813186198472977,1.4205873012542725
13,0.5932437181472778,0.06675245612859726,0.6266199350357056
14,0.7898932695388794,0.060186587274074554,0.8199865818023682
15,0.8477060198783875,0.07262533903121948,0.8840186595916748
16,1.112717866897583,0.04874254763126373,1.1370891332626343
17,1.007051706314087,0.10307113826274872,1.0585873126983643
18,0.5132327079772949,0.059212908148765564,0.5428391695022583
19,0.8826552033424377,0.05673573911190033,0.9110230803489685
20,0.8895403146743774,0.11596526205539703,0.9475229382514954
21,1.0310709476470947,0.04113229364156723,1.051637053489685
22,1.171279788017273,0.053622856736183167,1.1980912685394287
23,0.7176579236984253,0.05318063497543335,0.7442482709884644
24,0.8633223176002502,0.03994080424308777,0.8832927346229553
